"V0","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"67"," 3.376598e+01","-1.181037e+02","CA","62.411414516129","61.3074771428571","60.8015493548387","60.7056163333333","60.7360148387097","61.282855","62.5885503225806","63.0803483870968","63.140666","62.0425758064516","61.5241846666667","62.5883303225806"
"68"," 3.377145e+01","-1.181008e+02","CA","62.4202251612903","61.3115414285714","60.8287896774194","60.7049086666667","60.7528977419355","61.274717","62.5861751612903","63.0758322580645","63.1501903333333","62.0293983870968","61.5250806666667","62.5703125806452"
"69"," 3.376590e+01","-1.181036e+02","CA","62.4137074193548","61.3008921428571","60.822875483871","60.6970753333333","60.7563248387097","61.2871556666667","62.5901041935484","63.0723658064516","63.1561826666667","62.0297003225806","61.5320796666667","62.5649564516129"
"70"," 3.377151e+01","-1.181008e+02","CA","62.4142941935484","61.28682","60.821254516129","60.7086636666667","60.7485116129032","61.302486","62.5833170967742","63.0936361290323","63.143374","62.0342719354839","61.540503","62.5716164516129"
"71"," 3.376590e+01","-1.181037e+02","CA","62.4100367741936","61.2965785714286","60.8216687096774","60.7108443333333","60.7424793548387","61.309685","62.5704070967742","63.0737480645161","63.1482303333333","62.0166732258064","61.520307","62.5644503225806"
"72"," 3.377160e+01","-1.181009e+02","CA","62.4149638709677","61.2952117857143","60.8059977419355","60.7093616666667","60.7324483870968","61.291599","62.5780451612903","63.0748787096774","63.1415873333333","62.0219019354839","61.5149673333333","62.5665564516129"
"73"," 3.377169e+01","-1.181009e+02","CA","62.4101651612903","61.2952128571429","60.8175016129032","60.7150586666667","60.7447151612903","61.2844143333333","62.5751667741935","63.0767312903226","63.1598263333333","62.0359948387097","61.529614","62.5689358064516"
"74"," 3.377177e+01","-1.181008e+02","CA","62.4120793548387","61.2793678571429","60.8223280645161","60.6983016666667","60.738214516129","61.2724666666667","62.5917996774194","63.0980074193548","63.1623556666667","62.0274187096774","61.535252","62.5683512903226"
"75"," 4.553833e+01","-1.226780e+02","PACW","36.7761367741935","35.6531196428571","35.1893809677419","35.05606","35.11419","35.6521173333333","36.9575748387097","37.4313464516129","37.5164496666667","36.4021183870968","35.884775","36.9320525806452"
"76"," 4.553833e+01","-1.226781e+02","PACW","36.7684812903226","35.6619010714286","35.1942770967742","35.0542383333333","35.1218864516129","35.6690493333333","36.9476270967742","37.4553467741936","37.5274916666667","36.394505483871","35.9127743333333","36.92702"
"77"," 4.556756e+01","-1.225576e+02","PACW","36.7843022580645","35.6837257142857","35.1846825806452","35.10587","35.1439061290323","35.690794","36.9720493548387","37.497594516129","37.5364016666667","36.4255503225806","35.9070146666667","36.9393638709677"
"78"," 4.556756e+01","-1.225577e+02","PACW","36.7877216129032","35.6656946428571","35.2056958064516","35.0838233333333","35.1439674193548","35.6780476666667","36.9858648387097","37.4662429032258","37.5441066666667","36.43023","35.904783","36.9583887096774"
"79"," 4.551612e+01","-1.226317e+02","PGE","36.7988519354839","35.6964471428571","35.2077064516129","35.0975723333333","35.1349603225806","35.692098","36.9758548387097","37.4731625806452","37.5312706666667","36.4270474193548","35.910043","36.9615993548387"
"80"," 4.551612e+01","-1.226319e+02","PGE","36.7886719354839","35.6900185714286","35.2105112903226","35.103286","35.1323651612903","35.6633683333333","36.9634506451613","37.4666787096774","37.546821","36.4095138709677","35.918531","36.9466367741935"
"81"," 4.861306e+01","-1.223369e+02","PSE","36.6270567741935","35.5170310714286","35.0477270967742","34.9215116666667","34.9557864516129","35.5120556666667","36.8029625806452","37.2997070967742","37.3669556666667","36.2391470967742","35.7500766666667","36.7748048387097"
"82"," 3.799408e+01","-1.221303e+02","CA","42.5006467741935","41.3711285714286","40.9142829032258","40.7786993333333","40.8215306451613","41.3745916666667","42.6608570967742","43.1762980645161","43.2318293333333","42.1262096774194","41.5920663333333","42.6503225806452"
"83"," 3.799408e+01","-1.221304e+02","CA","42.5074570967742","41.3850496428571","40.9042232258065","40.7857263333333","40.8144351612903","41.3572706666667","42.6752877419355","43.1544303225806","43.2405546666667","42.1027396774194","41.6050326666667","42.6391103225806"
"84"," 3.782388e+01","-1.173373e+02","NV","36.80559","35.7207639285714","35.2213461290323","35.12945","35.1446912903226","35.7007046666667","36.9983980645161","37.4839132258065","37.5511496666667","36.4177364516129","35.927207","36.9822187096774"
"85"," 3.782388e+01","-1.173375e+02","NV","36.83721","35.6946475","35.2364225806452","35.1130076666667","35.1623390322581","35.6908796666667","37.0031677419355","37.4880222580645","37.5597783333333","36.4193112903226","35.940811","36.9798729032258"
"86"," 3.946489e+01","-1.208449e+02","CA","39.9531893548387","38.8250228571429","38.3820548387097","38.2551413333333","38.2838580645161","38.8324253333333","40.1353348387097","40.6362880645161","40.6902553333333","39.5667422580645","39.073409","40.1141970967742"
"87"," 3.627572e+01","-1.151859e+02","NV","40.7907616129032","39.6543321428571","39.191554516129","39.0686546666667","39.131844516129","39.6677626666667","40.9571948387097","41.4461309677419","41.5218383333333","40.3997848387097","39.895698","40.9364329032258"
"88"," 3.627564e+01","-1.151859e+02","NV","40.7701919354839","39.6713360714286","39.1842332258065","39.0716056666667","39.1120967741935","39.6605916666667","40.962334516129","41.4582412903226","41.53862","40.3979122580645","39.9034663333333","40.9325316129032"
"89"," 3.627564e+01","-1.151860e+02","NV","40.7767774193548","39.6628746428571","39.1923725806452","39.0562386666667","39.1226403225806","39.656101","40.9584006451613","41.4637283870968","41.5146373333333","40.3971222580645","39.8965116666667","40.9279367741935"
"90"," 3.726027e+01","-1.218901e+02","CA","42.7465483870968","41.6293653571429","41.1785067741936","41.0607656666667","41.1146816129032","41.6342673333333","42.9391203225806","43.4307103225806","43.499863","42.3847622580645","41.886205","42.9153425806452"
"91"," 3.778878e+01","-1.222894e+02","CA","42.4019909677419","41.26991","40.783885483871","40.6961233333333","40.7310877419355","41.28379","42.5651464516129","43.0675035483871","43.1287156666667","42.0123183870968","41.5196923333333","42.5509809677419"
"92"," 3.872861e+01","-1.213029e+02","CA","42.3949122580645","41.2754192857143","40.807514516129","40.675738","40.7309606451613","41.2781506666667","42.5705648387097","43.060384516129","43.136105","42.0187667741936","41.511236","42.5576316129032"
"93"," 3.596341e+01","-1.194568e+02","CA","42.1715935483871","41.0641682142857","40.5758403225806","40.463028","40.5162112903226","41.0692286666667","42.3326006451613","42.8668712903226","42.921694","41.7992451612903","41.3094923333333","42.3279903225806"
"94"," 4.727889e+01","-1.222452e+02","PSE","36.6845929032258","35.5517339285714","35.0920477419355","34.9560343333333","34.9950583870968","35.5444733333333","36.8317396774194","37.3339587096774","37.4117156666667","36.2711225806452","35.7845943333333","36.8195706451613"
"95"," 4.727889e+01","-1.222453e+02","PSE","36.6602070967742","35.5470728571429","35.086515483871","34.9633783333333","35.0158596774194","35.5586163333333","36.8508016129032","37.3446774193548","37.4085693333333","36.2927496774194","35.786471","36.824734516129"
"96"," 3.282778e+01","-1.167899e+02","CA","63.0069277419355","61.8854153571429","61.4002693548387","61.298617","61.3228119354839","61.8718976666667","63.1845703225806","63.660225483871","63.7338183333333","62.6153280645161","62.1147163333333","63.1441041935484"
"97"," 3.282778e+01","-1.167900e+02","CA","63.0009429032258","61.8735785714286","61.4057306451613","61.276534","61.3414480645161","61.8912836666667","63.1675406451613","63.6617109677419","63.7311056666667","62.6137780645161","62.07662","63.1518096774194"
"98"," 4.847158e+01","-1.225512e+02","PSE","36.6505870967742","35.522445","35.0620967741935","34.9448186666667","35.0074112903226","35.5366686666667","36.8189206451613","37.3099503225806","37.3757976666667","36.2737912903226","35.773133","36.8060096774194"
"99"," 3.486021e+01","-1.168532e+02","CA","45.0755441935484","43.9434653571429","43.4552422580645","43.3712016666667","43.4045703225806","43.9389793333333","45.2568258064516","45.7571983870968","45.8171733333333","44.6963267741936","44.1904286666667","45.2101122580645"
"100"," 3.485985e+01","-1.168632e+02","CA","45.0630851612903","43.951545","43.4705106451613","43.358592","43.3999041935484","43.949323","45.2359941935484","45.7261709677419","45.8266363333333","44.6780141935484","44.1772093333333","45.222455483871"
"101"," 3.487000e+01","-1.168400e+02","CA","43.4112135483871","42.3032753571429","41.8242883870968","41.720056","41.7560280645161","42.2859813333333","43.58995","44.1002638709677","44.1579406666667","43.0235619354839","42.5327776666667","43.5653548387097"
"102"," 3.487000e+01","-1.168800e+02","CA","43.4159880645161","42.3003642857143","41.8186632258065","41.716391","41.75497","42.3023196666667","43.594174516129","44.0950077419355","44.1494026666667","43.0260993548387","42.542967","43.5618093548387"
"103"," 3.487000e+01","-1.168600e+02","CA","43.4320558064516","42.3114135714286","41.8116138709677","41.7194996666667","41.7560429032258","42.2893003333333","43.5861896774194","44.0532348387097","44.1372906666667","43.0153996774194","42.5002703333333","43.5420651612903"
"104"," 3.487000e+01","-1.168500e+02","CA","43.4130612903226","42.30305","41.8245587096774","41.7127646666667","41.7770125806452","42.295755","43.6007219354839","44.0974761290323","44.1695273333333","43.0220690322581","42.5441253333333","43.5700283870968"
"105"," 3.503447e+01","-1.182840e+02","CA","60.4328993548387","59.3145764285714","58.8500967741935","58.7413146666667","58.7871870967742","59.323017","60.608685483871","61.1122548387097","61.181064","60.066894516129","59.5564476666667","60.5970309677419"
"106"," 3.503447e+01","-1.182841e+02","CA","60.4279848387097","59.2998171428571","58.8370367741935","58.7138456666667","58.7627612903226","59.317733","60.6073035483871","61.1023619354839","61.1652093333333","60.042435483871","59.5417053333333","60.5894206451613"
"107"," 3.503835e+01","-1.182927e+02","CA","60.4210451612903","59.31582","58.8381890322581","58.7146013333333","58.7664493548387","59.3188786666667","60.6162174193548","61.0910783870968","61.1633456666667","60.0492706451613","59.5524156666667","60.5650467741935"
"108"," 3.503835e+01","-1.182928e+02","CA","60.4494335483871","59.3051467857143","58.8344674193548","58.7187823333333","58.7742193548387","59.310976","60.6070864516129","61.1019606451613","61.177615","60.0471809677419","59.553841","60.5866170967742"
"109"," 4.058083e+01","-1.118574e+02","PACE","32.3990390322581","31.2874464285714","30.8160006451613","30.697554","30.7521074193548","31.2865103333333","32.5850309677419","33.0649312903226","33.1590556666667","32.0240958064516","31.5325596666667","32.5557074193548"
"110"," 4.058083e+01","-1.118576e+02","PACE","32.4098474193548","31.30447","30.8217906451613","30.7023186666667","30.7345583870968","31.2814783333333","32.5678761290323","33.0722093548387","33.134131","32.0046964516129","31.5244896666667","32.5508409677419"
"111"," 3.616685e+01","-1.151919e+02","NV","40.7890767741935","39.6684407142857","39.1888525806452","39.095761","39.116805483871","39.6771563333333","40.9568612903226","41.4629212903226","41.5321756666667","40.3941864516129","39.9016716666667","40.9403229032258"
"112"," 3.616667e+01","-1.151919e+02","NV","40.7785390322581","39.6761475","39.1834196774194","39.0779353333333","39.1277787096774","39.669392","40.9625932258065","41.4707990322581","41.5128286666667","40.4219422580645","39.903419","40.9346687096774"
"113"," 3.616667e+01","-1.151922e+02","NV","40.7833470967742","39.6675753571429","39.1942483870968","39.098393","39.1300848387097","39.6617103333333","40.9674070967742","41.4394303225806","41.5413813333333","40.400495483871","39.898232","40.9479890322581"
"114"," 3.616685e+01","-1.151922e+02","NV","40.7832467741936","39.6647739285714","39.1917441935484","39.0866303333333","39.1466893548387","39.6722066666667","40.9675980645161","41.4689641935484","41.5389903333333","40.4054241935484","39.8955536666667","40.9443641935484"
"115"," 3.872861e+01","-1.222894e+02","CA","41.0171758064516","39.8952710714286","39.4137706451613","39.307011","39.35987","39.865918","41.1744677419355","41.6762451612903","41.7424476666667","40.6362158064516","40.120404","41.1487174193548"
"116"," 3.789825e+01","-1.225243e+02","CA","42.8051248387097","41.6949714285714","41.2186270967742","41.1086913333333","41.1411935483871","41.6812253333333","42.9755709677419","43.4680709677419","43.552014","42.4392877419355","41.904415","42.9603019354839"
"117"," 3.789825e+01","-1.225244e+02","CA","42.7962122580645","41.6844414285714","41.2009461290323","41.0964113333333","41.1469167741935","41.6738383333333","42.9868364516129","43.4671651612903","43.5521583333333","42.4239496774194","41.9136813333333","42.9470251612903"
"118"," 4.149972e+01","-1.205331e+02","PACW","37.1636609677419","36.0435814285714","35.5725296774194","35.45196","35.4886603225806","36.049528","37.327634516129","37.8246567741935","37.8898913333333","36.7648338709677","36.2636316666667","37.3065690322581"
