"V0","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1293"," 3.344926e+01","-1.123629e+02","APS","21.6478003225806","20.5326732142857","20.0589641935484","19.9698533333333","19.9864490322581","20.5432433333333","21.8188974193548","22.3284303225806","22.3971136666667","21.2709609677419","20.7628623333333","21.8027096774194"
"1294"," 3.344933e+01","-1.123630e+02","APS","21.6437970967742","20.538","20.0597183870968","19.93902","20.0045270967742","20.5321766666667","21.8317706451613","22.3264390322581","22.385545","21.2914519354839","20.7556913333333","21.80378"
"1295"," 3.344941e+01","-1.123630e+02","APS","21.6498541935484","20.5183896428571","20.0707077419355","19.9513783333333","19.9827170967742","20.5480433333333","21.8112519354839","22.3236925806452","22.3925803333333","21.2663590322581","20.770644","21.8232509677419"
"1296"," 3.358351e+01","-1.118852e+02","APS","21.7178280645161","20.5842003571429","20.1196306451613","20.0108836666667","20.0478812903226","20.6023776666667","21.8866229032258","22.382595483871","22.450675","21.3034232258065","20.8161666666667","21.8637529032258"
"1297"," 3.358351e+01","-1.118851e+02","APS","21.7010625806452","20.6085317857143","20.1225125806452","19.9926953333333","20.066614516129","20.5837306666667","21.8833474193548","22.3813916129032","22.443605","21.3132290322581","20.8093696666667","21.85171"
"1298"," 3.358342e+01","-1.118851e+02","APS","21.7009296774194","20.5958510714286","20.1129490322581","20.001187","20.0573480645161","20.6042936666667","21.9022948387097","22.3933635483871","22.4553326666667","21.3237225806452","20.826608","21.8761158064516"
"1299"," 3.358335e+01","-1.118851e+02","APS","21.7135993548387","20.5912728571429","20.1163648387097","20.0193586666667","20.0574719354839","20.5905616666667","21.8882470967742","22.3798706451613","22.4461136666667","21.3163325806452","20.8400306666667","21.8618867741935"
"1300"," 3.358334e+01","-1.118852e+02","APS","21.7113058064516","20.5757760714286","20.1194996774194","20.0091093333333","20.0512096774194","20.5850793333333","21.8910496774194","22.3986148387097","22.4479193333333","21.3224490322581","20.8267586666667","21.8666058064516"
"1301"," 3.358337e+01","-1.118853e+02","APS","21.7014293548387","20.6036642857143","20.1128148387097","20.0202656666667","20.0567135483871","20.5961556666667","21.8978516129032","22.3941890322581","22.4703416666667","21.324315483871","20.8326593333333","21.8581603225806"
"1302"," 3.358344e+01","-1.118854e+02","APS","21.7071158064516","20.5919892857143","20.12775","20.0134606666667","20.0587387096774","20.5969353333333","21.8921977419355","22.3879612903226","22.447098","21.3250632258065","20.8349823333333","21.857994516129"
"1303"," 3.358352e+01","-1.118855e+02","APS","21.7066609677419","20.6081528571429","20.1138325806452","20.0009603333333","20.0451083870968","20.5841706666667","21.8817903225806","22.3694325806452","22.4588433333333","21.3316419354839","20.8241656666667","21.8592706451613"
"1304"," 3.358361e+01","-1.118854e+02","APS","21.71207","20.5902435714286","20.1115738709677","19.9867003333333","20.0404683870968","20.5763696666667","21.8842793548387","22.3832951612903","22.4511033333333","21.3239709677419","20.838462","21.85332"
"1305"," 3.358369e+01","-1.118854e+02","APS","21.7093893548387","20.5916632142857","20.1176912903226","20.0018603333333","20.051805483871","20.5887436666667","21.8820193548387","22.3844164516129","22.437228","21.3409651612903","20.8284103333333","21.8616161290323"
"1306"," 3.531000e+01","-1.196300e+02","CA","41.2690641935484","40.1359542857143","39.6733670967742","39.5747386666667","39.6213477419355","40.1421303333333","41.4523477419355","41.9374909677419","42.0117506666667","40.8760264516129","40.3929763333333","41.4229977419355"
"1307"," 3.530488e+01","-1.196143e+02","CA","41.2763416129032","40.1532153571429","39.6953990322581","39.5717803333333","39.6125032258064","40.1543603333333","41.4522887096774","41.9659248387097","42.0157756666667","40.89087","40.392531","41.4345912903226"
"1308"," 3.270528e+01","-1.146660e+02","APS","42.0722296774194","40.9546107142857","40.49427","40.3597626666667","40.4205719354839","40.9562393333333","42.253135483871","42.7452448387097","42.8301293333333","41.7036809677419","41.17083","42.2310719354839"
"1309"," 3.270528e+01","-1.146659e+02","APS","42.0685403225806","40.9501707142857","40.4931551612903","40.362195","40.4188358064516","40.961891","42.2595725806452","42.7606067741935","42.8184566666667","41.6952751612903","41.1966256666667","42.2286041935484"
"1310"," 3.270520e+01","-1.146660e+02","APS","42.0920480645161","40.9516639285714","40.502814516129","40.3643413333333","40.40902","40.9456036666667","42.2655141935484","42.7515703225806","42.8205976666667","41.6981283870968","41.172932","42.2130574193548"
"1311"," 3.270520e+01","-1.146661e+02","APS","42.0696158064516","40.9321864285714","40.4823483870968","40.3714503333333","40.4095512903226","40.9479326666667","42.2534090322581","42.7377422580645","42.8167156666667","41.6947477419355","41.1935656666667","42.2250970967742"
"1312"," 3.270528e+01","-1.146661e+02","APS","42.0849516129032","40.9535825","40.4812174193548","40.3516973333333","40.4106080645161","40.9647506666667","42.2349119354839","42.7448187096774","42.802242","41.6881790322581","41.1829143333333","42.2246222580645"
"1313"," 3.270535e+01","-1.146661e+02","APS","42.0888667741935","40.9531242857143","40.4712329032258","40.375282","40.3892135483871","40.9428486666667","42.2559283870968","42.7532696774194","42.7965033333333","41.6892232258065","41.182741","42.2244377419355"
"1314"," 3.270535e+01","-1.146660e+02","APS","42.0767467741936","40.9563142857143","40.4858870967742","40.355533","40.4124883870968","40.951976","42.2471325806452","42.7542351612903","42.81749","41.6887741935484","41.1833186666667","42.2127909677419"
"1315"," 3.705522e+01","-1.203170e+02","CA","43.6754703225806","42.5559128571429","42.0667316129032","41.969781","41.9963167741935","42.5340556666667","43.8474680645161","44.3299616129032","44.413543","43.2743206451613","42.7861626666667","43.8176774193548"
"1316"," 4.491136e+01","-1.233102e+02","PACW","36.8669493548387","35.7354953571429","35.2562680645161","35.1497676666667","35.1965335483871","35.7263606666667","37.0471935483871","37.5264377419355","37.5898806666667","36.4720587096774","35.9625123333333","37.0119787096774"
"1317"," 4.491136e+01","-1.233103e+02","PACW","36.8537093548387","35.731505","35.2605964516129","35.1531846666667","35.1855690322581","35.731939","37.0286706451613","37.5271319354839","37.597469","36.4821570967742","35.96229","37.0094687096774"
"1318"," 4.576338e+01","-1.199994e+02","PACW","36.737944516129","35.6154721428571","35.1416519354839","35.024574","35.0669216129032","35.6090363333333","36.9099151612903","37.4098970967742","37.467489","36.3403806451613","35.8570026666667","36.8847316129032"
"1319"," 4.576330e+01","-1.199994e+02","PACW","36.7301035483871","35.6007167857143","35.1460770967742","35.046883","35.0778183870968","35.622458","36.9043735483871","37.4138767741935","37.4883106666667","36.3644525806452","35.8499283333333","36.8686387096774"
"1320"," 4.576330e+01","-1.199995e+02","PACW","36.7423593548387","35.6186592857143","35.1513370967742","35.0212656666667","35.0725567741936","35.6209183333333","36.9269335483871","37.4252838709677","37.4797243333333","36.3550916129032","35.8574326666667","36.8922816129032"
"1321"," 3.769180e+01","-1.224557e+02","CA","42.8328570967742","41.7136060714286","41.2518141935484","41.1503333333333","41.1861106451613","41.7339056666667","43.0284232258064","43.53317","43.597022","42.4763209677419","41.9638883333333","42.9926048387097"
"1322"," 3.769172e+01","-1.224556e+02","CA","42.8244703225806","41.7538678571429","41.2407183870968","41.127508","41.2174080645161","41.736133","43.01717","43.5085180645161","43.59168","42.4682987096774","41.9584126666667","42.9875893548387"
"1323"," 3.772060e+01","-1.224761e+02","CA","42.8512309677419","41.7296542857143","41.2317396774194","41.1423176666667","41.1863629032258","41.7228993333333","43.0127648387097","43.5170932258064","43.5991833333333","42.4587719354839","41.9546976666667","43.007715483871"
"1324"," 3.671900e+01","-1.197658e+02","CA","42.4761683870968","41.3765910714286","40.8906690322581","40.7641246666667","40.826515483871","41.362831","42.6688425806452","43.1353580645161","43.2287556666667","42.108474516129","41.5946776666667","42.635405483871"
"1325"," 4.302977e+01","-1.058389e+02","PACE","31.5791003225806","30.4747039285714","29.9900567741935","29.8929226666667","29.8990909677419","30.461093","31.7532593548387","32.2637848387097","32.3335756666667","31.1916661290323","30.702471","31.7307390322581"
"1326"," 4.302969e+01","-1.058388e+02","PACE","31.5704003225806","30.4679625","29.9841409677419","29.876376","29.9227858064516","30.461435","31.7648274193548","32.2468570967742","32.329801","31.2004348387097","30.69349","31.7382029032258"
"1327"," 4.302969e+01","-1.058390e+02","PACE","31.5886887096774","30.4685328571429","29.9926970967742","29.882068","29.918145483871","30.4761686666667","31.7561193548387","32.2739996774194","32.3286563333333","31.2088406451613","30.7063546666667","31.7305419354839"
"1328"," 1.860974e-04","-1.974268e-04","PACE","31.5736116129032","30.4629332142857","29.9896229032258","29.8860763333333","29.9008219354839","30.4841476666667","31.7531706451613","32.245495483871","32.3186713333333","31.2089280645161","30.694454","31.7269203225806"
"1329"," 2.519064e-04","-1.353943e-04","PACE","31.5869938709677","30.4795325","30.0005890322581","29.9034846666667","29.9547874193548","30.4787266666667","31.7827261290323","32.2682522580645","32.331864","31.2319103225806","30.722121","31.7590822580645"
"1330"," 2.947218e-04","-5.573451e-05","PACE","31.6080838709677","30.4922592857143","30.02623","29.889029","29.9318641935484","30.4880806666667","31.7833193548387","32.2775816129032","32.3379003333333","31.2214670967742","30.7254153333333","31.76842"
"1331"," 4.283667e+01","-1.057786e+02","PACE","31.5917129032258","30.4654360714286","29.9814193548387","29.8762776666667","29.9172974193548","30.464402","31.7725261290323","32.2660658064516","32.3303193333333","31.2114180645161","30.6954913333333","31.74194"
"1332"," 4.283667e+01","-1.057785e+02","PACE","31.5834425806452","30.4644753571429","29.9764267741935","29.8967506666667","29.9191506451613","30.4619163333333","31.7585312903226","32.2580474193548","32.329147","31.1980032258065","30.689499","31.7317541935484"
"1333"," 4.283658e+01","-1.057785e+02","PACE","31.6173512903226","30.4730514285714","30.0172377419355","29.902809","29.9543025806452","30.4693706666667","31.7774103225806","32.2686777419355","32.3516033333333","31.2225590322581","30.714341","31.7544829032258"
"1334"," 4.283652e+01","-1.057786e+02","PACE","31.608154516129","30.4860157142857","30.0040403225806","29.9085993333333","29.9375938709677","30.4839076666667","31.7629096774194","32.2607674193548","32.3462733333333","31.2207216129032","30.7056733333333","31.7541874193548"
"1335"," 4.283650e+01","-1.057787e+02","PACE","31.5890622580645","30.4656575","29.9752093548387","29.870019","29.9263870967742","30.463638","31.7573974193548","32.2438138709677","32.3268253333333","31.1871458064516","30.6871013333333","31.7323496774194"
"1336"," 4.283653e+01","-1.057788e+02","PACE","31.6013877419355","30.4647942857143","29.993255483871","29.8964543333333","29.9294919354839","30.4668193333333","31.7554712903226","32.2524406451613","32.3330633333333","31.2003425806452","30.704517","31.7309780645161"
"1337"," 4.283660e+01","-1.057789e+02","PACE","31.6117087096774","30.47601","30.0089722580645","29.8990766666667","29.9240819354839","30.483625","31.7931648387097","32.2954858064516","32.348736","31.2134864516129","30.7263233333333","31.7495890322581"
"1338"," 4.283668e+01","-1.057789e+02","PACE","31.6006196774194","30.5087753571429","30.0089022580645","29.902247","29.9492841935484","30.4763506666667","31.8099380645161","32.2599990322581","32.3713963333333","31.2233270967742","30.7162696666667","31.7426990322581"
"1339"," 3.115264e-04"," 3.312745e-05","PACW","36.9565970967742","35.8048260714286","35.3575312903226","35.2801803333333","35.3040680645161","35.8390813333333","37.1400058064516","37.6248451612903","37.6951916666667","36.5755938709677","36.061915","37.0785296774194"
"1340"," 3.906009e+01","-1.217099e+02","CA","42.4025135483871","41.2955378571429","40.81484","40.6848236666667","40.7285416129032","41.2830446666667","42.5731696774194","43.0653777419355","43.1516216666667","42.0192825806452","41.5183476666667","42.5543290322581"
"1341"," 3.905991e+01","-1.217099e+02","CA","42.417684516129","41.2696885714286","40.8141222580645","40.6851976666667","40.7312767741935","41.276622","42.5869022580645","43.076794516129","43.147827","42.0345548387097","41.5062183333333","42.5360793548387"
"1342"," 3.905991e+01","-1.217101e+02","CA","42.4042451612903","41.2829835714286","40.8086038709677","40.688271","40.7128951612903","41.274065","42.5593929032258","43.0694777419355","43.1466303333333","42.0277612903226","41.5138873333333","42.5438738709677"
"1343"," 3.906009e+01","-1.217101e+02","CA","42.4013974193548","41.2888160714286","40.7945632258064","40.7067996666667","40.7379106451613","41.2859826666667","42.5848370967742","43.068615483871","43.1408726666667","42.0274638709677","41.507978","42.5722529032258"
"1344"," 3.855228e+01","-1.216944e+02","CA","42.4136735483871","41.2759389285714","40.7978977419355","40.689907","40.7346841935484","41.283688","42.5732764516129","43.0648532258065","43.135656","42.0245203225806","41.5149913333333","42.5478909677419"
"1345"," 3.855228e+01","-1.216945e+02","CA","42.3964174193548","41.2682096428571","40.8047383870968","40.687679","40.7342764516129","41.282503","42.5838329032258","43.0646025806452","43.145484","42.0226170967742","41.5200403333333","42.5402912903226"
"1346"," 3.490310e+01","-1.182513e+02","CA","61.0460809677419","59.9319092857143","59.4598035483871","59.3488816666667","59.3889816129032","59.918416","61.2172622580645","61.7231574193548","61.797677","60.6758938709677","60.1795376666667","61.1986893548387"
"1347"," 3.922946e+01","-1.195638e+02","NV","37.2299606451613","36.13059","35.6429032258064","35.532049","35.5680016129032","36.1198946666667","37.415924516129","37.9112712903226","37.985913","36.8528309677419","36.35384","37.37239"
"1348"," 4.632778e+01","-1.179777e+02","PACW","36.3392280645161","35.2149960714286","34.7519270967742","34.635662","34.6799690322581","35.2435963333333","36.5168303225806","37.0224858064516","37.073293","35.9581929032258","35.4570746666667","36.5062351612903"
"1349"," 4.632778e+01","-1.179778e+02","PACW","36.3579335483871","35.2334557142857","34.7618651612903","34.636202","34.6774135483871","35.230513","36.5182306451613","37.0163777419355","37.0777546666667","35.9587403225806","35.460043","36.5010893548387"
"1350"," 3.288501e+01","-1.117750e+02","APS","21.6210529032258","20.507295","20.0022193548387","19.9111356666667","19.9271538709677","20.49462","21.7908616129032","22.2729125806452","22.356241","21.2272638709677","20.7190413333333","21.7614074193548"
"1351"," 3.236957e+01","-1.128302e+02","APS","21.9716858064516","20.8486610714286","20.3576874193548","20.268873","20.2913993548387","20.8488496666667","22.1504512903226","22.6316035483871","22.7158883333333","21.5752022580645","21.0846863333333","22.1074829032258"
"1352"," 3.365208e+01","-1.118928e+02","APS","21.7311774193548","20.6174267857143","20.1636312903226","20.036024","20.0774825806452","20.6112923333333","21.9118009677419","22.403664516129","22.484154","21.3417990322581","20.853995","21.898774516129"
"1353"," 3.365208e+01","-1.118927e+02","APS","21.7450609677419","20.6206464285714","20.1546722580645","20.0347336666667","20.0780522580645","20.6224526666667","21.9151103225806","22.4163864516129","22.478015","21.3476525806452","20.8658523333333","21.8824864516129"
"1354"," 3.365199e+01","-1.118927e+02","APS","21.7263241935484","20.6126075","20.1392906451613","20.0232786666667","20.0633990322581","20.6154373333333","21.9165525806452","22.4210209677419","22.4588863333333","21.3610216129032","20.857362","21.8876080645161"
"1355"," 3.365193e+01","-1.118927e+02","APS","21.7416174193548","20.6265346428571","20.1486561290323","20.0293586666667","20.0991903225806","20.636761","21.9163716129032","22.4143525806452","22.4827076666667","21.3391832258065","20.8611293333333","21.8938135483871"
"1356"," 3.365191e+01","-1.118928e+02","APS","21.7091432258065","20.6050989285714","20.1529029032258","20.0432163333333","20.0794564516129","20.6205763333333","21.9153703225806","22.4038632258065","22.4795733333333","21.3599309677419","20.8506686666667","21.8763941935484"
"1357"," 3.365194e+01","-1.118929e+02","APS","21.7195151612903","20.6173125","20.143955483871","20.0408146666667","20.0875890322581","20.6417476666667","21.9032541935484","22.4167125806452","22.4593196666667","21.384564516129","20.8489103333333","21.8934977419355"
"1358"," 3.365201e+01","-1.118930e+02","APS","21.7389661290323","20.6200660714286","20.1603132258065","20.0547493333333","20.0843629032258","20.6243793333333","21.9223606451613","22.40679","22.4866153333333","21.3769022580645","20.8465556666667","21.9022161290323"
"1359"," 3.365209e+01","-1.118930e+02","APS","21.7385003225806","20.6212503571429","20.1304490322581","20.0335243333333","20.0782583870968","20.6138773333333","21.9114277419355","22.412504516129","22.4808833333333","21.3486061290323","20.8463416666667","21.8970529032258"
"1360"," 3.365218e+01","-1.118930e+02","APS","21.7447377419355","20.6078432142857","20.1539422580645","20.0304566666667","20.0800203225806","20.6259513333333","21.9319658064516","22.4194374193548","22.4612293333333","21.3425541935484","20.849483","21.8872996774194"
"1361"," 3.365227e+01","-1.118930e+02","APS","21.7419625806452","20.6059710714286","20.141935483871","20.0307933333333","20.074574516129","20.6033353333333","21.9050467741935","22.4082548387097","22.482278","21.3565861290323","20.8781723333333","21.9130758064516"
"1362"," 3.618581e+01","-1.150432e+02","NV","40.7722025806452","39.6540085714286","39.1749077419355","39.067762","39.1024751612903","39.666065","40.9415470967742","41.4412761290323","41.5052716666667","40.3897809677419","39.879293","40.9309319354839"
"1363"," 4.073417e+01","-1.119686e+02","PACE","32.4395967741935","31.3221582142857","30.8614380645161","30.7403136666667","30.7878493548387","31.3344873333333","32.6259212903226","33.1044958064516","33.1950233333333","32.0518783870968","31.5582073333333","32.6015080645161"
"1364"," 4.073417e+01","-1.119687e+02","PACE","32.4531525806452","31.3379067857143","30.8449709677419","30.745524","30.7902990322581","31.3222486666667","32.6235293548387","33.1202377419355","33.1909123333333","32.0704364516129","31.561942","32.6008461290323"
"1365"," 3.611414e+01","-1.152136e+02","NV","40.7987041935484","39.6999121428571","39.2052419354839","39.092272","39.1240058064516","39.6721103333333","40.9575383870968","41.4538790322581","41.5440076666667","40.4139080645161","39.905133","40.9452064516129"
"1366"," 3.611396e+01","-1.152136e+02","NV","40.7954467741936","39.6846164285714","39.1921635483871","39.0727663333333","39.1248361290323","39.6565603333333","40.9786148387097","41.4673164516129","41.5482403333333","40.4215816129032","39.9149836666667","40.93112"
"1367"," 3.611396e+01","-1.152138e+02","NV","40.7921125806452","39.6797092857143","39.1850767741935","39.090094","39.1133322580645","39.6764186666667","40.9758290322581","41.466425483871","41.532714","40.4206374193548","39.905833","40.9606983870968"
"1368"," 3.611414e+01","-1.152138e+02","NV","40.7894241935484","39.6845760714286","39.1819077419355","39.086058","39.1471064516129","39.6637676666667","40.9702641935484","41.4706561290323","41.5366586666667","40.4058548387097","39.9100076666667","40.9375387096774"
"1369"," 3.807000e+01","-1.218699e+02","CA","41.8716790322581","40.7562732142857","40.280765483871","40.1738796666667","40.2056012903226","40.7537606666667","42.0406361290323","42.5458187096774","42.599952","41.4824312903226","40.97365","42.0188135483871"
"1370"," 3.807000e+01","-1.218599e+02","CA","41.8579019354839","40.7503764285714","40.2786432258065","40.1709036666667","40.2256580645161","40.7474846666667","42.0396012903226","42.5472629032258","42.6156093333333","41.4723329032258","40.9640633333333","42.0027987096774"
"1371"," 3.807000e+01","-1.218701e+02","CA","41.8624006451613","40.7441746428571","40.27074","40.156667","40.1898738709677","40.7378553333333","42.0552935483871","42.5380629032258","42.598975","41.4748587096774","40.9886143333333","42.0317958064516"
"1372"," 4.070611e+01","-1.119508e+02","PACE","32.4137051612903","31.3118978571429","30.8386322580645","30.715433","30.7731038709677","31.3085353333333","32.6271087096774","33.1049390322581","33.15046","32.0389819354839","31.537671","32.5780248387097"
"1373"," 4.070611e+01","-1.119509e+02","PACE","32.4226761290323","31.3014939285714","30.8368664516129","30.7215393333333","30.7643722580645","31.3145203333333","32.6107290322581","33.1001961290323","33.1744753333333","32.03472","31.5435393333333","32.5824867741935"
"1374"," 4.502689e+01","-1.068261e+02","PACE","32.8127438709677","31.6925635714286","31.2286909677419","31.120747","31.1519774193548","31.700426","33.0155635483871","33.5112729032258","33.56097","32.4412187096774","31.9403586666667","32.9790161290323"
"1375"," 3.806000e+01","-1.218699e+02","CA","41.8737122580645","40.7413892857143","40.2739767741935","40.170207","40.2116264516129","40.746628","42.0474025806452","42.5608461290323","42.5963536666667","41.4963735483871","40.9660116666667","42.0361758064516"
"1376"," 3.806000e+01","-1.218701e+02","CA","41.8614858064516","40.7657114285714","40.2711564516129","40.1606683333333","40.2252070967742","40.7637573333333","42.0556590322581","42.5435467741936","42.6207153333333","41.48204","40.983779","42.0339319354839"
"1377"," 3.807000e+01","-1.218601e+02","CA","41.8541380645161","40.7574710714286","40.2685770967742","40.1575146666667","40.2104561290323","40.743755","42.0395961290323","42.5335170967742","42.602381","41.4921732258065","40.9817136666667","42.0231741935484"
"1378"," 4.703306e+01","-1.229242e+02","PSE","36.7095238709677","35.5941789285714","35.1135274193548","34.9783216666667","35.0528522580645","35.5950413333333","36.8874064516129","37.3819838709677","37.438851","36.3384306451613","35.8339046666667","36.8701319354839"
"1379"," 4.102891e+01","-1.164347e+02","NV","37.0539741935484","35.9397792857143","35.4576616129032","35.3463336666667","35.3940561290323","35.9406683333333","37.2264483870968","37.7250729032258","37.809377","36.6940664516129","36.1712786666667","37.2162296774194"
"1380"," 4.102891e+01","-1.164349e+02","NV","37.0550361290323","35.93357","35.4581216129032","35.3451783333333","35.3925187096774","35.930055","37.2299583870968","37.7216974193548","37.8201273333333","36.6812312903226","36.180551","37.2089512903226"
"1381"," 3.855163e+01","-1.215602e+02","CA","42.2776787096774","41.1477489285714","40.6759629032258","40.5660683333333","40.6089648387097","41.1441836666667","42.4462558064516","42.9355241935484","43.0237623333333","41.8811067741935","41.4026056666667","42.4369874193548"
"1382"," 3.855163e+01","-1.215603e+02","CA","42.2711816129032","41.1647678571429","40.6735677419355","40.572312","40.6058770967742","41.1509613333333","42.4434477419355","42.9440974193548","43.0226426666667","41.8839290322581","41.3656316666667","42.4204509677419"
"1383"," 3.384836e+01","-1.180970e+02","CA","62.460324516129","61.3746496428571","60.8779629032258","60.7548666666667","60.81831","61.3517346666667","62.6402651612903","63.1426703225806","63.231338","62.08466","61.577717","62.6240658064516"
"1384"," 3.384828e+01","-1.180969e+02","CA","62.4785983870968","61.3468010714286","60.8798874193548","60.7635443333333","60.7957506451613","61.360204","62.6428590322581","63.14138","63.2106393333333","62.0981322580645","61.5903446666667","62.6153706451613"
"1385"," 3.384828e+01","-1.180971e+02","CA","62.4728819354839","61.3427664285714","60.8563677419355","60.7819423333333","60.8240232258064","61.3541966666667","62.6412338709677","63.1321335483871","63.1956643333333","62.09297","61.5985143333333","62.6232416129032"
"1386"," 3.391193e+01","-1.180520e+02","CA","62.4637641935484","61.3551760714286","60.89859","60.763459","60.8026074193548","61.348374","62.6437212903226","63.1485232258064","63.2036733333333","62.0961658064516","61.5846116666667","62.6127870967742"
"1387"," 4.085061e+01","-1.128268e+02","PACE","32.4542690322581","31.3398032142857","30.8571080645161","30.741726","30.7855503225806","31.337214","32.6520512903226","33.1242306451613","33.1874973333333","32.0751883870968","31.573454","32.5976722580645"
"1388"," 4.085061e+01","-1.128269e+02","PACE","32.4487141935484","31.3391007142857","30.8500903225806","30.745606","30.7835809677419","31.3262483333333","32.6246825806452","33.1263","33.1944036666667","32.0725906451613","31.563952","32.6064016129032"
"1389"," 3.879888e+01","-1.212207e+02","CA","63.0867341935484","61.9756028571429","61.4950990322581","61.3742763333333","61.4151048387097","61.9897766666667","63.2701922580645","63.7396319354839","63.834714","62.7001703225806","62.181269","63.2276861290323"
"1390"," 3.879880e+01","-1.212206e+02","CA","41.2751696774194","40.1594585714286","39.6676722580645","39.5610716666667","39.5976958064516","40.1253096666667","41.4391506451613","41.9260758064516","42.0138526666667","40.8957025806452","40.3803446666667","41.4171251612903"
"1391"," 3.879880e+01","-1.212207e+02","CA","41.2625587096774","40.1455275","39.6708396774194","39.5673626666667","39.604355483871","40.1240496666667","41.4219635483871","41.9464383870968","42.0096193333333","40.8822219354839","40.384787","41.4205258064516"
"1392"," 3.298079e+01","-1.172554e+02","CA","63.0799432258065","61.9769582142857","61.4814874193548","61.360841","61.4248609677419","61.9637486666667","63.2596590322581","63.7763196774194","63.8288346666667","62.6950861290323","62.1895913333333","63.2368432258065"
"1393"," 3.298079e+01","-1.172555e+02","CA","63.0694209677419","61.9702646428571","61.4781429032258","61.3886733333333","61.4267406451613","61.9503836666667","63.2687122580645","63.770745483871","63.8444173333333","62.7106770967742","62.2129916666667","63.2292258064516"
"1394"," 3.659905e+01","-1.218540e+02","CA","40.7563012903226","39.6424239285714","39.174424516129","39.058114","39.1008567741936","39.621657","40.9290235483871","41.4461096774194","41.4920896666667","40.3766832258065","39.8437076666667","40.9113890322581"
"1395"," 3.659905e+01","-1.218541e+02","CA","40.7728112903226","39.6535157142857","39.1817590322581","39.0657366666667","39.105564516129","39.6495403333333","40.9469841935484","41.4209216129032","41.513041","40.3808935483871","39.869553","40.9120712903226"
"1396"," 4.186762e+01","-1.241391e+02","PACW","36.9510467741935","35.8502014285714","35.3919074193548","35.2626863333333","35.2973703225806","35.846558","37.1374232258065","37.6338477419355","37.7035163333333","36.5888467741935","36.08377","37.1232025806452"
"1397"," 4.186762e+01","-1.241392e+02","PACW","36.9550729032258","35.83376","35.3751538709677","35.2710773333333","35.2975848387097","35.8464906666667","37.1420780645161","37.6302890322581","37.6921723333333","36.5707490322581","36.0665673333333","37.1072177419355"
"1398"," 3.780083e+01","-1.216208e+02","CA","41.0826561290323","39.9962646428571","39.513594516129","39.4140166666667","39.4383848387097","40.000789","41.2902903225806","41.7780164516129","41.8504766666667","40.7211719354839","40.2168586666667","41.2601219354839"
"1399"," 3.019633e-04"," 1.230574e-04","PACE","32.4050651612903","31.2783010714286","30.7950506451613","30.69296","30.7354561290323","31.2728103333333","32.5702861290323","33.0770290322581","33.1594583333333","32.0328225806452","31.523751","32.5502032258064"
"1400"," 3.622308e+01","-1.203368e+02","CA","41.5297419354839","40.4280082142857","39.9580864516129","39.829929","39.8786129032258","40.418777","41.6983170967742","42.2149548387097","42.3050856666667","41.1735348387097","40.678675","41.7058232258065"
"1401"," 3.622308e+01","-1.203369e+02","CA","41.5260919354839","40.4201082142857","39.9472293548387","39.8398636666667","39.8689048387097","40.418857","41.7176203225806","42.2191222580645","42.293039","41.1530722580645","40.6633296666667","41.6835667741936"
"1402"," 3.971625e+01","-1.215210e+02","CA","38.3822867741935","37.2724682142857","36.7940083870968","36.692187","36.7453364516129","37.2519693333333","38.5642696774194","39.0646132258065","39.120778","38.0046664516129","37.495528","38.5489551612903"
"1403"," 3.286524e+01","-1.166338e+02","CA","63.4435196774194","62.3157460714286","61.8358412903226","61.7432876666667","61.791505483871","62.315697","63.609184516129","64.1148929032258","64.1765796666667","63.0591690322581","62.5514166666667","63.5920987096774"
"1404"," 3.975308e+01","-1.189541e+02","NV","37.1873225806452","36.0667453571429","35.5888448387097","35.4918053333333","35.5420177419355","36.0792243333333","37.3514364516129","37.8682977419355","37.930595","36.8068648387097","36.3008453333333","37.3423929032258"
"1405"," 4.740306e+01","-1.223158e+02","PSE","36.6781077419355","35.5475932142857","35.0520458064516","34.967513","35.0112851612903","35.5377666666667","36.8508819354839","37.3495432258064","37.4040743333333","36.2782058064516","35.7794966666667","36.8241248387097"
"1406"," 3.424505e+01","-1.155681e+02","CA","61.3614377419355","60.2548607142857","59.7805435483871","59.6623443333333","59.717545483871","60.24306","61.546205483871","62.0400996774194","62.1035583333333","60.9839661290323","60.4822993333333","61.4977316129032"
"1407"," 3.392450e+01","-1.165307e+02","CA","61.3576593548387","60.2396925","59.7672922580645","59.6532586666667","59.7002029032258","60.244175","61.5404096774194","62.0366019354839","62.1059673333333","60.9962916129032","60.475432","61.5176874193548"
"1408"," 3.419166e+01","-1.160905e+02","CA","61.3676109677419","60.2603192857143","59.7770180645161","59.6610743333333","59.7040641935484","60.2548813333333","61.55752","62.029015483871","62.1097626666667","60.9818693548387","60.481024","61.5252422580645"
"1409"," 4.495792e+01","-1.240075e+02","PACW","36.8081325806452","35.7010296428571","35.2329706451613","35.1134193333333","35.1559712903226","35.7029153333333","36.9812816129032","37.4806951612903","37.5611326666667","36.4525296774194","35.9333866666667","36.9838161290323"
"1410"," 4.495792e+01","-1.240076e+02","PACW","36.8249319354839","35.7003542857143","35.2189377419355","35.1085966666667","35.1631229032258","35.687173","36.9859358064516","37.479275483871","37.5395116666667","36.432175483871","35.9397576666667","36.96948"
